,loss,accuracy,val_loss,val_accuracy
0,0.41105347871780396,0.818601131439209,0.398027241230011,0.8287529945373535
1,0.39271456003189087,0.8254442811012268,0.3861473500728607,0.8324317336082458
2,0.38681069016456604,0.8271979093551636,0.3720722198486328,0.8314871191978455
3,0.3836389183998108,0.8284398317337036,0.3638197183609009,0.8344852924346924
4,0.38129958510398865,0.8293218612670898,0.3694261312484741,0.8361398577690125
5,0.379621297121048,0.8300793766975403,0.36027851700782776,0.8348549008369446
6,0.37839624285697937,0.8307573795318604,0.36902835965156555,0.8362219929695129
7,0.37803101539611816,0.8308356404304504,0.3654395341873169,0.8334643840789795
8,0.3763123154640198,0.8314640522003174,0.36616259813308716,0.8363217115402222
9,0.37592849135398865,0.8318923711776733,0.35792800784111023,0.8392377495765686
