,loss,accuracy,val_loss,val_accuracy
0,0.40286025404930115,0.8217390775680542,0.3861013948917389,0.8149564266204834
1,0.37159645557403564,0.8430076837539673,0.3484366238117218,0.8536222577095032
2,0.3581313490867615,0.8502466678619385,0.3458225727081299,0.8636074066162109
3,0.3512476086616516,0.8547396063804626,0.32212382555007935,0.8650945425033569
4,0.345077246427536,0.8563054203987122,0.30885979533195496,0.8709723353385925
5,0.33755794167518616,0.8611130714416504,0.321822851896286,0.8639614582061768
6,0.3320246934890747,0.8640637397766113,0.32012420892715454,0.8653069734573364
7,0.3285521864891052,0.864960789680481,0.308559387922287,0.8706182241439819
8,0.32199546694755554,0.8672583699226379,0.31140556931495667,0.8712555766105652
9,0.3204352855682373,0.8673685193061829,0.31073305010795593,0.868635356426239
