,loss,accuracy,val_loss,val_accuracy
0,0.4036382734775543,0.8260428309440613,0.3928820788860321,0.8284774422645569
1,0.3812340199947357,0.837876558303833,0.36282408237457275,0.8420019149780273
2,0.37410691380500793,0.8401020169258118,0.3723835349082947,0.8425173759460449
3,0.36813926696777344,0.842019259929657,0.3562309443950653,0.8452173471450806
4,0.36324283480644226,0.8440592885017395,0.33911415934562683,0.8536363840103149
5,0.3603263199329376,0.8453602194786072,0.36033159494400024,0.8430328369140625
6,0.35812485218048096,0.8457283973693848,0.34774523973464966,0.8490464091300964
7,0.3553329408168793,0.8468083739280701,0.3401700556278229,0.8536363840103149
8,0.3522801697254181,0.8476320505142212,0.34126707911491394,0.8510345816612244
9,0.3513436019420624,0.8482620120048523,0.34080493450164795,0.8506172895431519
